response_id,company,employee_id,title,role_level,team_segment,location,tenure_band,tenure_months,response_date,B1,B2,B3,B4,B5,C1,C2,C3,C4,C5,D1,D2,D3,D4,D5,E1,E2,E3,E4,F1,F2,F3,F4,G1,G2,G3,G4,H1,H2,H3,H4,I1,I2,I3,I4,J1,J2,J3,J4,K1,K2,K3,K4,K5,L1,L2,L3
DT-2026Q2-0249,DemoTech,DT-10249,Mid-Market AE,Individual Contributor,Mid-Market,"Toronto, Canada",2–5 years,52,2025-04-23,2,4,3,3,3,4,4,4,5,4,4,3,2,5,5,2,4,4,2,3,1,5,3,4,5,4,4,4,3,3,4,4,4,4,5,4,5,5,4,4,4,4,5,3,SDR-to-AE handoffs lose context — I re-discover pain points on the first call every time.,Give remote reps the same GTM briefings HQ gets in hallway conversations.,"MQLs from the last campaign were mostly students and consultants, not buyers."
DT-2026Q2-0250,DemoTech,DT-10250,SDR,Individual Contributor,Commercial,Remote — US West,2–5 years,59,2025-04-05,3,2,4,5,1,4,5,4,3,3,2,2,4,3,3,3,3,4,4,4,2,4,3,3,4,3,5,3,2,4,3,3,2,3,4,4,3,4,3,2,4,4,3,4,"I want more live role-play on CFO objections, not another recorded webinar.",Cap legal review SLA at 5 business days for deals under $150K ARR.,
DT-2026Q2-0251,DemoTech,DT-10251,Enterprise AE,Individual Contributor,Enterprise,"London, UK",5+ years,91,2025-05-13,4,2,3,3,3,3,4,4,3,5,5,3,3,3,2,2,4,2,4,5,3,4,4,5,4,5,3,2,2,2,3,5,4,2,3,3,3,2,3,4,3,5,5,5,SE coverage is thin — I wait three days for a technical win on competitive deals.,Refresh ROI and CFO content for mid-market — stop making AEs rebuild decks.,Deal desk gives different pricing guidance depending on who is on shift.
DT-2026Q2-0252,DemoTech,DT-10252,BDR,Individual Contributor,Mid-Market,Remote — US East,1–2 years,19,2025-05-23,3,4,3,3,3,3,5,3,4,4,4,5,4,3,4,3,3,4,3,3,1,4,2,3,3,4,4,4,3,3,3,3,3,3,4,2,3,3,4,3,4,4,3,3,Inbound volume dropped after we changed the website — outbound isn't picking up the slack.,Refresh ROI and CFO content for mid-market — stop making AEs rebuild decks.,Partner referrals arrive with no context and unrealistic close timelines.
DT-2026Q2-0253,DemoTech,DT-10253,Solutions Consultant,Individual Contributor,Mid-Market,"Toronto, Canada",5+ years,70,2025-04-18,2,3,5,5,3,5,5,4,3,3,5,3,4,4,3,4,2,2,4,3,5,4,2,4,4,3,4,5,2,4,4,5,4,2,5,4,4,5,2,4,4,4,3,4,"MQLs from the last campaign were mostly students and consultants, not buyers.",Run monthly live objection labs instead of async enablement modules.,Territory carve-up left me with a lot of long-dormant accounts and no warm inbound.
DT-2026Q2-0254,DemoTech,DT-10254,Enterprise AE,Individual Contributor,Enterprise,Remote — US West,6–12 months,10,2025-04-07,3,4,3,4,3,5,4,4,4,3,3,2,3,2,3,4,1,3,3,3,3,4,1,5,3,3,4,1,1,1,4,1,2,4,5,4,4,4,4,3,4,3,3,5,SE coverage is thin — I wait three days for a technical win on competitive deals.,Refresh ROI and CFO content for mid-market — stop making AEs rebuild decks.,Competitive battlecards are three months stale the moment a competitor ships something.
DT-2026Q2-0255,DemoTech,DT-10255,Mid-Market AE,Individual Contributor,Mid-Market,"Denver, CO",5+ years,100,2025-04-19,3,2,5,3,4,5,5,3,4,5,4,5,4,4,4,3,4,4,3,2,5,5,4,4,5,3,4,3,3,3,3,4,4,4,5,2,3,3,4,4,4,5,3,3,RevOps fixed forecasting dashboards this quarter and it saved me hours every week.,Publish a single source of truth for stage definitions and enforce it in Gong.,RevOps fixed forecasting dashboards this quarter and it saved me hours every week.
DT-2026Q2-0256,DemoTech,DT-10256,Mid-Market AE,Individual Contributor,Mid-Market,Remote — US East,2–5 years,50,2025-05-17,2,4,2,3,2,3,4,4,4,4,4,3,4,3,5,3,4,4,3,4,4,3,3,3,4,2,3,3,3,3,3,3,5,5,4,3,2,4,3,4,5,5,4,4,Stage definitions change every quarter and my manager interprets them differently than RevOps.,Cap legal review SLA at 5 business days for deals under $150K ARR.,Accelerators kick in too late — I don't feel rewarded for landing lighthouse logos.
DT-2026Q2-0257,DemoTech,DT-10257,Mid-Market AE,Individual Contributor,Mid-Market,Remote — US West,5+ years,116,2025-05-03,3,3,2,3,5,3,3,4,4,5,5,5,4,4,3,3,3,4,4,3,4,2,3,3,5,4,4,4,2,3,4,4,3,2,5,4,4,3,3,3,3,3,5,5,RevOps fixed forecasting dashboards this quarter and it saved me hours every week.,Cap legal review SLA at 5 business days for deals under $150K ARR.,Our demo platform is genuinely best-in-class — buyers feel it on the first call.
DT-2026Q2-0258,DemoTech,DT-10258,SDR,Individual Contributor,Commercial,"San Francisco, CA (HQ)",5+ years,73,2025-05-19,4,5,4,3,1,3,5,5,4,4,3,2,4,5,4,4,4,4,4,2,3,2,1,4,3,3,5,2,3,3,4,5,3,3,3,5,4,3,5,4,3,5,2,4,Partner referrals arrive with no context and unrealistic close timelines.,Cap legal review SLA at 5 business days for deals under $150K ARR.,SE coverage is thin — I wait three days for a technical win on competitive deals.
DT-2026Q2-0259,DemoTech,DT-10259,Enterprise AE,Individual Contributor,Enterprise,"Denver, CO",5+ years,76,2025-05-05,5,3,3,4,3,5,4,5,3,3,3,2,4,3,3,4,1,5,3,4,3,4,5,4,3,4,3,3,3,4,2,5,2,3,4,4,4,3,2,5,5,4,3,3,RevOps fixed forecasting dashboards this quarter and it saved me hours every week.,Publish a single source of truth for stage definitions and enforce it in Gong.,The Commercial team culture is strong — people share what works on Slack.
DT-2026Q2-0260,DemoTech,DT-10260,RevOps Manager,Front-line Manager,Corporate / GTM,"Toronto, Canada",2–5 years,47,2025-04-02,4,5,5,5,4,4,5,4,5,3,4,3,4,5,4,3,3,3,2,4,5,5,3,4,4,5,3,4,4,4,1,5,3,5,4,3,5,3,5,3,4,5,4,4,Our demo platform is genuinely best-in-class — buyers feel it on the first call.,Publish a single source of truth for stage definitions and enforce it in Gong.,RevOps fixed forecasting dashboards this quarter and it saved me hours every week.
DT-2026Q2-0261,DemoTech,DT-10261,BDR,Individual Contributor,Mid-Market,"New York, NY",6–12 months,9,2025-05-19,4,4,2,5,3,3,4,3,3,2,3,3,3,4,5,4,3,2,3,2,4,3,4,3,4,2,3,2,4,3,3,3,4,3,3,4,4,3,4,4,3,4,4,4,CRM fields are a graveyard — half the required data doesn't help me sell.,Standardize SDR-to-AE handoff notes with required fields in Salesforce.,We need ROI calculators for mid-market CFOs — I build them in Google Sheets weekly.
DT-2026Q2-0262,DemoTech,DT-10262,Sales Manager,Front-line Manager,Mid-Market,"Toronto, Canada",0–6 months,4,2025-04-07,4,4,4,2,3,4,3,3,4,3,3,2,5,4,3,3,4,3,3,3,1,2,5,4,3,4,4,2,4,2,3,4,4,2,4,2,3,3,4,3,4,5,3,3,Our demo platform is genuinely best-in-class — buyers feel it on the first call.,Cap legal review SLA at 5 business days for deals under $150K ARR.,RevOps fixed forecasting dashboards this quarter and it saved me hours every week.
DT-2026Q2-0263,DemoTech,DT-10263,SDR,Individual Contributor,Commercial,"London, UK",2–5 years,28,2025-05-19,4,5,4,4,4,5,4,4,4,4,4,3,2,2,4,3,3,3,3,2,2,4,3,4,5,5,3,4,3,3,5,3,4,4,4,5,4,2,4,4,3,4,4,2,Territory carve-up left me with a lot of long-dormant accounts and no warm inbound.,Give remote reps the same GTM briefings HQ gets in hallway conversations.,
DT-2026Q2-0264,DemoTech,DT-10264,Commercial AE,Individual Contributor,Commercial,"New York, NY",1–2 years,14,2025-05-06,3,4,5,3,5,3,5,4,4,4,3,4,3,3,5,3,3,4,2,4,4,4,4,3,4,5,4,2,5,4,3,5,4,3,4,3,3,3,5,4,5,4,5,4,Product marketing launches features before sales knows how to position them.,Standardize SDR-to-AE handoff notes with required fields in Salesforce.,
DT-2026Q2-0265,DemoTech,DT-10265,CRO,Executive,Corporate / GTM,"New York, NY",0–6 months,1,2025-04-19,4,4,5,4,3,5,5,4,4,5,4,3,4,3,3,5,4,4,3,4,3,4,4,4,4,4,4,3,4,3,3,2,5,3,4,3,4,4,3,5,4,5,4,3,Legal review on enterprise deals takes 2–3 weeks and champions go dark.,Simplify the comp plan to one page with worked examples.,
DT-2026Q2-0266,DemoTech,DT-10266,Sales Engineer,Individual Contributor,Enterprise,Remote — EMEA,6–12 months,11,2025-05-04,4,2,5,4,2,4,4,4,5,4,3,3,2,3,2,4,3,4,1,2,3,3,2,2,4,2,4,2,2,2,4,3,1,3,4,3,3,5,3,3,3,4,3,5,Partner referrals arrive with no context and unrealistic close timelines.,Run monthly live objection labs instead of async enablement modules.,Security questionnaire responses are copy-paste from last year and buyers catch it.
DT-2026Q2-0267,DemoTech,DT-10267,Sales Engineer,Individual Contributor,Enterprise,"London, UK",6–12 months,11,2025-04-23,2,4,1,4,3,4,4,4,4,5,4,4,4,4,5,3,3,2,4,4,4,3,3,2,4,3,4,3,3,4,3,2,3,4,3,2,3,4,3,3,3,5,4,3,Forecasting feels like a political exercise instead of an honest pipeline review.,"Tighten MQL criteria — fewer leads, higher quality.",Marketing promises 'demo transformation in 30 days' and buyers expect magic on call one.
DT-2026Q2-0268,DemoTech,DT-10268,Mid-Market AE,Individual Contributor,Mid-Market,"Austin, TX",0–6 months,1,2025-05-17,3,4,4,3,3,4,5,4,2,3,2,4,2,4,3,4,3,3,3,5,4,3,3,3,4,3,4,3,3,2,3,3,2,2,3,3,2,3,3,4,4,3,3,2,We say we're PLG-plus-sales but the field motion still feels like pure enterprise.,Give remote reps the same GTM briefings HQ gets in hallway conversations.,
DT-2026Q2-0269,DemoTech,DT-10269,SDR,Individual Contributor,Commercial,"San Francisco, CA (HQ)",1–2 years,24,2025-05-19,3,4,4,5,3,3,4,3,4,5,4,3,3,3,3,3,3,4,3,4,3,4,3,5,4,4,3,3,3,3,2,4,4,3,5,4,4,3,4,5,4,4,3,4,Security questionnaire responses are copy-paste from last year and buyers catch it.,Refresh ROI and CFO content for mid-market — stop making AEs rebuild decks.,Competitive battlecards are three months stale the moment a competitor ships something.
DT-2026Q2-0270,DemoTech,DT-10270,Enterprise AE,Individual Contributor,Enterprise,"New York, NY",5+ years,111,2025-04-02,3,4,4,5,3,2,2,4,5,2,4,4,4,5,5,3,5,3,3,3,3,1,2,3,4,5,4,3,3,4,3,4,4,4,3,4,3,2,3,5,4,3,2,4,Inbound volume dropped after we changed the website — outbound isn't picking up the slack.,Give remote reps the same GTM briefings HQ gets in hallway conversations.,Ironically our internal demo environment crashes more than I'd like on live calls.
DT-2026Q2-0271,DemoTech,DT-10271,Commercial AE,Individual Contributor,Commercial,Remote — EMEA,6–12 months,10,2025-04-03,3,3,3,4,3,5,4,5,2,3,5,3,5,2,5,3,4,5,2,3,4,3,2,2,3,4,4,4,3,3,2,4,1,3,3,3,3,2,3,5,4,4,2,4,We say we're PLG-plus-sales but the field motion still feels like pure enterprise.,Standardize SDR-to-AE handoff notes with required fields in Salesforce.,We say we're PLG-plus-sales but the field motion still feels like pure enterprise.
DT-2026Q2-0272,DemoTech,DT-10272,Sales Manager,Front-line Manager,Commercial,"San Francisco, CA (HQ)",1–2 years,22,2025-04-08,3,4,3,4,4,5,4,4,2,4,5,5,3,3,4,4,2,4,5,4,2,4,4,4,4,4,5,3,5,3,4,4,4,2,3,3,4,5,5,5,3,4,4,2,We say we're PLG-plus-sales but the field motion still feels like pure enterprise.,Run monthly live objection labs instead of async enablement modules.,Territory carve-up left me with a lot of long-dormant accounts and no warm inbound.
DT-2026Q2-0273,DemoTech,DT-10273,Sales Manager,Front-line Manager,Enterprise,"London, UK",2–5 years,41,2025-04-03,3,4,3,3,4,5,4,4,4,3,3,3,3,4,3,3,3,3,3,4,3,4,3,5,3,4,3,3,3,3,3,4,3,3,4,2,4,4,3,3,4,5,2,5,We need ROI calculators for mid-market CFOs — I build them in Google Sheets weekly.,Standardize SDR-to-AE handoff notes with required fields in Salesforce.,
DT-2026Q2-0274,DemoTech,DT-10274,Sales Manager,Front-line Manager,Enterprise,"Austin, TX",0–6 months,1,2025-05-26,4,3,2,4,4,4,4,4,3,3,4,3,4,3,4,2,2,4,3,3,3,4,4,4,3,3,4,3,2,1,2,3,3,4,3,3,3,2,3,4,3,4,4,2,Security questionnaire responses are copy-paste from last year and buyers catch it.,Publish a single source of truth for stage definitions and enforce it in Gong.,We need ROI calculators for mid-market CFOs — I build them in Google Sheets weekly.
DT-2026Q2-0275,DemoTech,DT-10275,Sales Manager,Front-line Manager,Commercial,"Austin, TX",1–2 years,16,2025-05-11,3,4,4,5,3,3,4,4,4,2,1,3,2,3,4,3,4,4,3,2,4,3,3,3,3,3,3,2,3,4,4,4,4,4,5,3,4,5,2,3,5,5,4,2,RevOps fixed forecasting dashboards this quarter and it saved me hours every week.,Simplify the comp plan to one page with worked examples.,Our demo platform is genuinely best-in-class — buyers feel it on the first call.
DT-2026Q2-0276,DemoTech,DT-10276,Enterprise AE,Individual Contributor,Enterprise,Remote — Canada,5+ years,76,2025-04-21,3,3,4,4,4,4,4,4,4,4,3,2,1,3,4,3,5,3,3,2,3,3,4,3,5,4,3,2,2,3,3,2,5,3,3,4,2,3,4,3,5,4,5,3,Security questionnaire responses are copy-paste from last year and buyers catch it.,Run monthly live objection labs instead of async enablement modules.,"I want more live role-play on CFO objections, not another recorded webinar."
DT-2026Q2-0277,DemoTech,DT-10277,BDR,Individual Contributor,Mid-Market,"San Francisco, CA (HQ)",0–6 months,5,2025-04-26,4,4,3,3,3,3,3,4,4,3,3,2,4,4,4,2,3,3,2,3,2,3,4,3,4,3,3,3,3,1,2,2,3,4,2,4,3,3,3,3,4,5,4,3,Legal review on enterprise deals takes 2–3 weeks and champions go dark.,Simplify the comp plan to one page with worked examples.,
DT-2026Q2-0278,DemoTech,DT-10278,Commercial AE,Individual Contributor,Commercial,Remote — US West,5+ years,66,2025-04-13,4,4,3,5,4,4,4,5,3,5,3,3,2,3,4,2,1,2,1,2,4,3,4,3,3,5,4,1,3,2,3,5,5,3,2,3,4,5,3,3,4,5,3,3,We need ROI calculators for mid-market CFOs — I build them in Google Sheets weekly.,Build demo environment stability into our own dogfooding SLA.,Legal review on enterprise deals takes 2–3 weeks and champions go dark.
DT-2026Q2-0279,DemoTech,DT-10279,Sales Manager,Front-line Manager,Mid-Market,Remote — Canada,6–12 months,7,2025-05-09,3,3,3,2,2,3,4,2,2,5,3,4,2,2,3,2,4,3,3,3,2,3,1,5,3,4,3,3,2,3,1,2,3,4,3,4,4,2,3,4,4,4,1,3,Territory carve-up left me with a lot of long-dormant accounts and no warm inbound.,Simplify the comp plan to one page with worked examples.,Security questionnaire responses are copy-paste from last year and buyers catch it.
DT-2026Q2-0280,DemoTech,DT-10280,Enterprise AE,Individual Contributor,Enterprise,Remote — US East,2–5 years,26,2025-05-06,3,3,5,3,3,4,4,3,3,4,4,3,5,3,5,1,4,2,5,3,4,4,3,3,3,5,4,2,2,2,2,3,3,5,3,4,3,4,4,3,3,4,3,2,"My manager runs tight pipeline reviews with real coaching, not just inspection.",Simplify the comp plan to one page with worked examples.,The Commercial team culture is strong — people share what works on Slack.
DT-2026Q2-0281,DemoTech,DT-10281,RevOps Manager,Front-line Manager,Corporate / GTM,"New York, NY",6–12 months,8,2025-05-13,3,4,4,3,3,4,5,4,5,4,4,4,4,3,2,4,4,3,4,2,3,4,3,2,3,5,4,3,4,4,3,3,3,5,4,3,2,4,4,3,5,3,3,3,The Commercial team culture is strong — people share what works on Slack.,Refresh ROI and CFO content for mid-market — stop making AEs rebuild decks.,The Commercial team culture is strong — people share what works on Slack.
DT-2026Q2-0282,DemoTech,DT-10282,SDR,Individual Contributor,Commercial,Remote — US East,1–2 years,22,2025-05-13,4,5,3,4,2,5,4,3,3,5,5,4,3,2,5,2,4,3,3,3,3,3,4,3,3,5,4,4,3,3,4,3,4,3,4,3,1,4,3,4,5,4,3,3,Product marketing launches features before sales knows how to position them.,Staff one more SE per Enterprise pod for competitive bake-offs.,Product marketing launches features before sales knows how to position them.
DT-2026Q2-0283,DemoTech,DT-10283,Commercial AE,Individual Contributor,Commercial,Remote — EMEA,5+ years,81,2025-04-15,2,3,3,4,4,4,4,3,4,4,5,3,3,4,3,4,3,3,3,5,3,4,3,4,3,4,4,4,3,2,3,4,4,3,4,4,4,2,4,5,3,5,3,4,Security questionnaire responses are copy-paste from last year and buyers catch it.,Build demo environment stability into our own dogfooding SLA.,We have six different definitions of 'qualified' depending on who you ask.
DT-2026Q2-0284,DemoTech,DT-10284,Sales Engineer,Individual Contributor,Enterprise,"Denver, CO",5+ years,95,2025-04-04,4,3,3,3,4,4,4,2,5,4,2,3,2,4,5,3,3,2,4,3,2,4,4,5,4,4,3,3,3,2,2,3,5,5,3,3,4,4,5,4,3,4,4,4,SE coverage is thin — I wait three days for a technical win on competitive deals.,Staff one more SE per Enterprise pod for competitive bake-offs.,
DT-2026Q2-0285,DemoTech,DT-10285,BDR,Individual Contributor,Mid-Market,Remote — Canada,1–2 years,20,2025-04-18,2,3,3,4,3,3,4,4,5,5,4,3,4,4,3,2,1,2,2,2,2,3,4,5,3,5,2,3,2,2,2,4,2,4,4,3,3,4,4,5,3,4,4,5,Marketing promises 'demo transformation in 30 days' and buyers expect magic on call one.,Build demo environment stability into our own dogfooding SLA.,Security questionnaire responses are copy-paste from last year and buyers catch it.
DT-2026Q2-0286,DemoTech,DT-10286,Sales Manager,Front-line Manager,Enterprise,"New York, NY",2–5 years,54,2025-05-20,3,4,4,5,5,4,4,4,4,3,3,3,4,2,2,3,5,3,3,2,3,5,4,3,5,3,3,4,2,4,4,4,5,5,4,5,4,3,4,5,3,5,5,5,Competitive battlecards are three months stale the moment a competitor ships something.,Refresh ROI and CFO content for mid-market — stop making AEs rebuild decks.,"MQLs from the last campaign were mostly students and consultants, not buyers."
DT-2026Q2-0287,DemoTech,DT-10287,Strategic AE,Individual Contributor,Strategic,Remote — Canada,5+ years,111,2025-05-27,5,2,4,5,5,3,4,4,5,4,3,4,2,5,1,3,3,3,2,3,2,2,3,5,4,3,4,5,2,3,2,4,4,3,3,4,4,3,2,3,4,3,4,4,Territory carve-up left me with a lot of long-dormant accounts and no warm inbound.,Simplify the comp plan to one page with worked examples.,
DT-2026Q2-0288,DemoTech,DT-10288,SDR,Individual Contributor,Commercial,"New York, NY",5+ years,99,2025-05-06,5,4,3,3,4,4,5,4,4,5,3,4,3,4,3,2,4,2,2,3,3,3,2,5,5,4,4,5,3,2,5,5,4,3,3,4,2,2,5,5,4,4,4,3,We need ROI calculators for mid-market CFOs — I build them in Google Sheets weekly.,Run monthly live objection labs instead of async enablement modules.,Partner referrals arrive with no context and unrealistic close timelines.
DT-2026Q2-0289,DemoTech,DT-10289,Mid-Market AE,Individual Contributor,Mid-Market,"Austin, TX",5+ years,96,2025-05-14,4,4,4,3,4,3,4,4,4,5,3,4,4,2,3,3,1,2,4,3,3,2,4,4,5,3,5,3,3,4,4,5,4,3,4,3,4,5,4,5,5,5,5,3,We need ROI calculators for mid-market CFOs — I build them in Google Sheets weekly.,Staff one more SE per Enterprise pod for competitive bake-offs.,Partner referrals arrive with no context and unrealistic close timelines.
DT-2026Q2-0290,DemoTech,DT-10290,Commercial AE,Individual Contributor,Commercial,"San Francisco, CA (HQ)",2–5 years,52,2025-04-22,4,4,4,3,3,5,5,4,2,4,4,4,3,4,2,4,3,3,4,4,2,3,4,5,4,5,2,3,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,Inbound volume dropped after we changed the website — outbound isn't picking up the slack.,Refresh ROI and CFO content for mid-market — stop making AEs rebuild decks.,
DT-2026Q2-0291,DemoTech,DT-10291,Mid-Market AE,Individual Contributor,Mid-Market,"San Francisco, CA (HQ)",2–5 years,55,2025-05-17,3,3,4,4,3,5,4,5,3,4,4,4,3,4,4,4,4,2,3,3,3,3,4,4,5,3,5,3,4,4,3,5,4,3,3,3,4,5,4,4,5,5,4,4,"MQLs from the last campaign were mostly students and consultants, not buyers.",Staff one more SE per Enterprise pod for competitive bake-offs.,
DT-2026Q2-0292,DemoTech,DT-10292,Sales Manager,Front-line Manager,Enterprise,Remote — Canada,0–6 months,3,2025-04-18,2,3,4,4,3,3,2,3,4,4,3,4,2,3,3,1,3,4,2,5,2,3,3,5,3,2,3,2,1,3,3,2,3,3,3,3,3,5,2,3,3,4,1,3,SE coverage is thin — I wait three days for a technical win on competitive deals.,Publish a single source of truth for stage definitions and enforce it in Gong.,Marketing promises 'demo transformation in 30 days' and buyers expect magic on call one.
DT-2026Q2-0293,DemoTech,DT-10293,BDR,Individual Contributor,Mid-Market,"Toronto, Canada",1–2 years,24,2025-04-18,4,4,5,4,2,4,4,3,2,4,2,4,3,2,4,2,3,4,1,3,4,1,4,2,4,4,4,3,3,3,2,3,3,4,3,5,5,3,2,3,5,5,3,3,We need ROI calculators for mid-market CFOs — I build them in Google Sheets weekly.,Standardize SDR-to-AE handoff notes with required fields in Salesforce.,SE coverage is thin — I wait three days for a technical win on competitive deals.
DT-2026Q2-0294,DemoTech,DT-10294,Mid-Market AE,Individual Contributor,Mid-Market,Remote — EMEA,6–12 months,11,2025-04-01,1,2,4,4,2,4,5,4,3,3,4,3,4,2,4,3,3,2,4,4,3,3,3,4,4,3,3,3,3,3,3,2,3,3,4,3,3,4,4,4,3,4,4,4,Forecasting feels like a political exercise instead of an honest pipeline review.,Simplify the comp plan to one page with worked examples.,We need ROI calculators for mid-market CFOs — I build them in Google Sheets weekly.
DT-2026Q2-0295,DemoTech,DT-10295,BDR,Individual Contributor,Mid-Market,"New York, NY",6–12 months,11,2025-05-21,2,3,4,3,3,4,3,3,5,4,4,5,4,3,2,4,4,2,5,3,3,2,2,5,2,3,4,2,3,3,4,5,2,3,2,4,5,5,3,4,4,4,4,4,Our demo platform is genuinely best-in-class — buyers feel it on the first call.,Run monthly live objection labs instead of async enablement modules.,RevOps fixed forecasting dashboards this quarter and it saved me hours every week.
DT-2026Q2-0296,DemoTech,DT-10296,Commercial AE,Individual Contributor,Commercial,Remote — US East,6–12 months,8,2025-04-15,3,1,2,4,4,4,4,4,2,2,3,4,4,2,3,2,3,4,3,4,4,4,4,3,1,3,3,2,3,2,4,4,2,1,3,4,4,4,3,3,4,3,3,4,SPIFF rules changed mid-quarter and nobody could explain the clawback logic.,Simplify the comp plan to one page with worked examples.,We say we're PLG-plus-sales but the field motion still feels like pure enterprise.
DT-2026Q2-0297,DemoTech,DT-10297,SDR,Individual Contributor,Commercial,Remote — US West,2–5 years,31,2025-05-13,3,5,3,4,4,4,5,5,4,4,2,2,4,4,4,3,2,3,3,3,3,2,5,3,3,5,5,3,3,4,3,4,4,3,2,5,3,3,3,3,3,4,3,3,"MQLs from the last campaign were mostly students and consultants, not buyers.",Build demo environment stability into our own dogfooding SLA.,Enablement content is built for Commercial but I'm Enterprise — I adapt everything.
DT-2026Q2-0298,DemoTech,DT-10298,Solutions Consultant,Individual Contributor,Mid-Market,Remote — US West,5+ years,88,2025-04-03,3,4,3,4,4,4,5,4,3,4,5,3,4,3,4,4,2,3,3,3,3,3,3,5,2,3,2,2,3,2,2,3,3,2,3,4,3,5,5,4,3,3,2,4,Security questionnaire responses are copy-paste from last year and buyers catch it.,Refresh ROI and CFO content for mid-market — stop making AEs rebuild decks.,We say we're PLG-plus-sales but the field motion still feels like pure enterprise.
DT-2026Q2-0299,DemoTech,DT-10299,Mid-Market AE,Individual Contributor,Mid-Market,Remote — US East,2–5 years,51,2025-05-20,3,3,3,4,4,4,4,4,3,4,3,4,3,4,3,1,3,2,1,2,4,3,5,4,4,3,1,4,3,3,2,4,4,2,4,4,4,4,3,3,4,3,5,5,Marketing promises 'demo transformation in 30 days' and buyers expect magic on call one.,Refresh ROI and CFO content for mid-market — stop making AEs rebuild decks.,Comp plan deck was 40 slides; I still don't know how renewals affect my number.
DT-2026Q2-0300,DemoTech,DT-10300,Sales Engineer,Individual Contributor,Enterprise,"New York, NY",0–6 months,4,2025-04-24,4,2,3,3,3,3,4,3,3,3,3,4,3,4,5,2,2,3,3,5,4,3,4,3,4,3,3,2,2,3,3,3,4,4,3,4,3,2,4,3,2,4,3,4,"MQLs from the last campaign were mostly students and consultants, not buyers.",Give remote reps the same GTM briefings HQ gets in hallway conversations.,
DT-2026Q2-0301,DemoTech,DT-10301,Mid-Market AE,Individual Contributor,Mid-Market,Remote — US East,2–5 years,28,2025-05-02,3,3,5,5,4,4,5,4,3,4,3,4,3,2,3,3,3,2,3,2,4,2,3,3,4,4,3,2,2,2,2,4,3,1,3,4,3,3,3,4,3,5,5,5,SE coverage is thin — I wait three days for a technical win on competitive deals.,"Tighten MQL criteria — fewer leads, higher quality.","MQLs from the last campaign were mostly students and consultants, not buyers."
DT-2026Q2-0302,DemoTech,DT-10302,SDR,Individual Contributor,Commercial,Remote — Canada,5+ years,110,2025-04-09,2,3,2,3,4,3,4,5,5,4,2,4,2,4,4,3,3,5,2,2,3,2,3,2,5,1,4,2,3,3,3,2,2,5,4,4,3,3,3,5,4,4,4,3,Inbound volume dropped after we changed the website — outbound isn't picking up the slack.,Cap legal review SLA at 5 business days for deals under $150K ARR.,Legal review on enterprise deals takes 2–3 weeks and champions go dark.
DT-2026Q2-0303,DemoTech,DT-10303,Mid-Market AE,Individual Contributor,Mid-Market,"San Francisco, CA (HQ)",5+ years,105,2025-05-09,5,4,3,4,4,3,5,3,4,4,4,5,4,2,2,3,3,2,2,4,4,4,3,5,5,4,4,2,4,3,4,3,3,3,4,3,5,4,3,3,5,4,3,5,The Commercial team culture is strong — people share what works on Slack.,Build demo environment stability into our own dogfooding SLA.,The Commercial team culture is strong — people share what works on Slack.
DT-2026Q2-0304,DemoTech,DT-10304,Sales Manager,Front-line Manager,Commercial,"New York, NY",0–6 months,2,2025-04-02,4,2,4,3,5,3,4,4,3,4,3,3,2,2,2,3,2,3,4,3,4,4,3,4,3,3,5,3,1,2,2,5,3,3,5,2,3,3,5,2,3,3,3,4,SE coverage is thin — I wait three days for a technical win on competitive deals.,Standardize SDR-to-AE handoff notes with required fields in Salesforce.,
DT-2026Q2-0305,DemoTech,DT-10305,Solutions Consultant,Individual Contributor,Mid-Market,"Toronto, Canada",1–2 years,18,2025-05-25,3,4,5,4,5,4,5,4,3,4,3,4,4,3,3,4,4,4,3,3,3,4,3,3,3,5,5,3,2,4,4,4,4,5,1,4,2,4,3,4,4,5,4,4,Territory carve-up left me with a lot of long-dormant accounts and no warm inbound.,Staff one more SE per Enterprise pod for competitive bake-offs.,Deal desk gives different pricing guidance depending on who is on shift.
DT-2026Q2-0306,DemoTech,DT-10306,Mid-Market AE,Individual Contributor,Mid-Market,Remote — EMEA,2–5 years,28,2025-04-25,4,3,4,4,4,4,3,4,4,4,2,3,2,5,5,2,3,4,3,2,4,2,3,4,4,4,4,4,3,1,3,4,3,2,4,3,3,4,4,3,5,4,4,4,Inbound volume dropped after we changed the website — outbound isn't picking up the slack.,Simplify the comp plan to one page with worked examples.,Deal desk gives different pricing guidance depending on who is on shift.
DT-2026Q2-0307,DemoTech,DT-10307,Commercial AE,Individual Contributor,Commercial,"London, UK",0–6 months,6,2025-05-09,3,4,3,3,4,4,4,3,4,3,3,2,3,2,3,1,2,2,3,3,2,4,3,3,3,5,3,2,4,3,2,3,3,3,2,4,3,3,4,2,3,4,4,4,Marketing promises 'demo transformation in 30 days' and buyers expect magic on call one.,"Tighten MQL criteria — fewer leads, higher quality.",Competitive battlecards are three months stale the moment a competitor ships something.
